# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2030132	2053433	+	XM_029796712.2		XP_029652572.1	nuclear cap-binding protein subunit 2, transcript variant X2	LOC115225764	115225764		658	658	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2030132	2041339	+	XM_029796711.2		XP_029652571.1	nuclear cap-binding protein subunit 2, transcript variant X1	LOC115225764	115225764		683	683	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2030212	2053326	+	XP_029652572.1		XM_029796712.2	nuclear cap-binding protein subunit 2 isoform X2	LOC115225764	115225764		471	156	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2030212	2041231	+	XP_029652571.1		XM_029796711.2	nuclear cap-binding protein subunit 2 isoform X1	LOC115225764	115225764		495	164	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2066236	2067252	-					LOC115225549	115225549		1017		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2066236	2067252	-	XM_029796473.1		XP_029652333.1	uncharacterized LOC115225549	LOC115225549	115225549		1017	1017	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2066236	2067252	-	XP_029652333.1		XM_029796473.1	uncharacterized protein LOC115225549	LOC115225549	115225549		1017	338	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2095452	2122386	-					LOC115225550	115225550		26935		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2095452	2122386	-	XM_029796474.2		XP_029652334.1	glutamate--cysteine ligase catalytic subunit	LOC115225550	115225550		1912	1912	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2095452	2110807	-	XP_029652334.1		XM_029796474.2	glutamate--cysteine ligase catalytic subunit	LOC115225550	115225550		1200	399	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2119020	2153344	-					LOC115225551	115225551		34325		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2119020	2153344	-	XM_036514429.1		XP_036370322.1	zinc finger protein 271-like	LOC115225551	115225551		2193	2193	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2119424	2141701	-	XP_036370322.1		XM_036514429.1	zinc finger protein 271-like	LOC115225551	115225551		1692	563	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2126419	2128660	-					LOC115225875	115225875		2242		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2126419	2128660	-	XM_029796867.2		XP_029652727.1	zinc finger protein OZF-like	LOC115225875	115225875		1906	1906	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2126555	2128588	-	XP_029652727.1		XM_029796867.2	zinc finger protein OZF-like	LOC115225875	115225875		1698	565	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2142224	2153354	-					LOC115225552	115225552		11131		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2142224	2153354	-	XM_036514465.1		XP_036370358.1	zinc finger protein 431-like	LOC115225552	115225552		929	929	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2142224	2153247	-	XP_036370358.1		XM_036514465.1	zinc finger protein 431-like	LOC115225552	115225552		822	273	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2153422	2169900	-					LOC115225553	115225553		16479		
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2153422	2169900	-	XR_005004111.1			zinc finger protein 248-like, transcript variant X4	LOC115225553	115225553		884	884	
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2153422	2167582	-	XR_005004112.1			zinc finger protein 248-like, transcript variant X5	LOC115225553	115225553		489	489	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2153422	2164875	-	XM_036514451.1		XP_036370344.1	zinc finger protein 248-like, transcript variant X2	LOC115225553	115225553		751	751	
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2153422	2158941	-	XR_005004110.1			zinc finger protein 248-like, transcript variant X3	LOC115225553	115225553		565	565	
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2153422	2157922	-	XR_005004113.1			zinc finger protein 248-like, transcript variant X6	LOC115225553	115225553		472	472	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2153817	2164762	-	XP_036370344.1		XM_036514451.1	zinc finger protein 248-like isoform X2	LOC115225553	115225553		243	80	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2159128	2164875	-	XM_036514450.1		XP_036370343.1	zinc finger protein 248-like, transcript variant X1	LOC115225553	115225553		415	415	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2159154	2164762	-	XP_036370343.1		XM_036514450.1	zinc finger protein 32-like isoform X1	LOC115225553	115225553		276	91	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2173007	2188573	-					LOC115225554	115225554		15567		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2173007	2188573	-	XM_036514467.1		XP_036370360.1	zinc finger protein 493-like	LOC115225554	115225554		2243	2243	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2173120	2188546	-	XP_036370360.1		XM_036514467.1	zinc finger protein 493-like	LOC115225554	115225554		2103	700	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2200230	2202189	-					LOC115225555	115225555		1960		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2200230	2202189	-	XM_036514443.1		XP_036370336.1	zinc finger protein 239-like	LOC115225555	115225555		1960	1960	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2200953	2201882	-	XP_036370336.1		XM_036514443.1	zinc finger protein 239-like	LOC115225555	115225555		930	309	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2203777	2210486	+					LOC115225556	115225556		6710		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2203777	2210486	+	XM_036514432.1		XP_036370325.1	mitochondrial chaperone BCS1-like	LOC115225556	115225556		1873	1871	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2203862	2210035	+	XP_036370325.1		XM_036514432.1	LOW QUALITY PROTEIN: mitochondrial chaperone BCS1-like	LOC115225556	115225556		1337	444	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2213021	2213559	-					LOC118768283	118768283		539		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2213021	2213559	-	XR_005004114.1			uncharacterized LOC118768283	LOC118768283	118768283		357	357	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2230176	2260136	+					LOC115225748	115225748		29961		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2230176	2260136	+	XM_029796690.2		XP_029652550.1	F-box/LRR-repeat protein 18	LOC115225748	115225748		2132	2132	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2230212	2260011	+	XP_029652550.1		XM_029796690.2	F-box/LRR-repeat protein 18	LOC115225748	115225748		1971	656	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2265529	2287790	-					LOC115225751	115225751		22262		
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2265529	2287790	-	XR_005004108.1			E3 ubiquitin-protein ligase TRIM56-like, transcript variant X2	LOC115225751	115225751		1469	1469	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2268483	2271609	+					LOC118768284	118768284		3127		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2268483	2271609	+	XR_005004115.1			uncharacterized LOC118768284	LOC118768284	118768284		225	225	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2279577	2287790	-	XM_029796695.2		XP_029652555.1	E3 ubiquitin-protein ligase TRIM56-like, transcript variant X1	LOC115225751	115225751		1595	1595	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2279577	2285940	-	XM_029796694.2		XP_029652554.1	E3 ubiquitin-protein ligase TRIM56-like, transcript variant X3	LOC115225751	115225751		1880	1880	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2279769	2281028	-	XP_029652554.1		XM_029796694.2	E3 ubiquitin-protein ligase TRIM56-like	LOC115225751	115225751		1260	419	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2279769	2281028	-	XP_029652555.1		XM_029796695.2	E3 ubiquitin-protein ligase TRIM56-like	LOC115225751	115225751		1260	419	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2288970	2297052	+					LOC115225758	115225758		8083		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2288970	2297052	+	XR_003882953.2			uncharacterized LOC115225758	LOC115225758	115225758		430	430	
gene	snRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2292207	2292313	-					LOC115225925	115225925		107		
ncRNA	snRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2292207	2292313	-	XR_003882968.1			U6 spliceosomal RNA	LOC115225925	115225925		107	107	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2299527	2305542	-					LOC115225757	115225757		6016		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2299527	2305542	-	XM_029796702.2		XP_029652562.2	glutamate--cysteine ligase catalytic subunit-like	LOC115225757	115225757		912	912	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2299738	2305390	-	XP_029652562.2		XM_029796702.2	glutamate--cysteine ligase catalytic subunit-like	LOC115225757	115225757		549	182	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2317581	2322728	-					LOC118768287	118768287		5148		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2317581	2322728	-	XR_005004118.1			uncharacterized LOC118768287	LOC118768287	118768287		560	560	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2322805	2350438	+					LOC118768281	118768281		27634		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2322805	2326612	+	XM_036514442.1		XP_036370335.1	zinc finger protein 479-like, transcript variant X4	LOC118768281	118768281		1667	1667	
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2322811	2350438	+	XR_005004109.1			zinc finger protein 479-like, transcript variant X3	LOC118768281	118768281		1825	1825	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2322811	2326612	+	XM_036514441.1		XP_036370334.1	zinc finger protein 479-like, transcript variant X2	LOC118768281	118768281		1735	1735	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2322812	2326612	+	XM_036514440.1		XP_036370333.1	zinc finger protein 479-like, transcript variant X1	LOC118768281	118768281		1828	1828	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2325521	2326453	+	XP_036370333.1		XM_036514440.1	zinc finger protein 479-like isoform X1	LOC118768281	118768281		933	310	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2325521	2326453	+	XP_036370334.1		XM_036514441.1	zinc finger protein 479-like isoform X1	LOC118768281	118768281		933	310	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2325521	2326453	+	XP_036370335.1		XM_036514442.1	zinc finger protein 479-like isoform X2	LOC118768281	118768281		765	254	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2331206	2332681	+					LOC115225557	115225557		1476		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2331206	2332681	+	XM_029796482.2		XP_029652342.1	zinc finger protein 664-like	LOC115225557	115225557		1476	1476	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2331206	2332681	+	XP_029652342.1		XM_029796482.2	zinc finger protein 664-like	LOC115225557	115225557		1476	491	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2335934	2336896	-					LOC115225558	115225558		963		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2335934	2336896	-	XM_036514468.1		XP_036370361.1	early growth response protein 1-like	LOC115225558	115225558		339	339	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2335934	2336896	-	XP_036370361.1		XM_036514468.1	early growth response protein 1-like	LOC115225558	115225558		339	112	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2343386	2357851	-					LOC115225750	115225750		14466		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2343386	2357851	-	XM_029796692.2		XP_029652552.2	zinc finger protein 271-like	LOC115225750	115225750		2927	2927	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2343775	2357682	-	XP_029652552.2		XM_029796692.2	zinc finger protein 271-like	LOC115225750	115225750		2616	871	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2360990	2362084	-					LOC118768290	118768290		1095		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2360990	2362084	-	XM_036514469.1		XP_036370362.1	gastrula zinc finger protein XlCGF17.1-like	LOC118768290	118768290		1095	1095	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2360990	2362084	-	XP_036370362.1		XM_036514469.1	gastrula zinc finger protein XlCGF17.1-like	LOC118768290	118768290		1095	364	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2364979	2368415	-					LOC115225560	115225560		3437		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2364979	2368415	-	XM_036514435.1		XP_036370328.1	zinc finger protein 239-like	LOC115225560	115225560		3125	3125	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2367030	2368193	-	XP_036370328.1		XM_036514435.1	zinc finger protein 239-like	LOC115225560	115225560		1164	387	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2371495	2374245	-					LOC115225561	115225561		2751		
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2371495	2374245	-	XR_005004106.1			zinc finger protein OZF-like, transcript variant X1	LOC115225561	115225561		2052	2052	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2372348	2374245	-	XM_036514430.1		XP_036370323.1	zinc finger protein OZF-like, transcript variant X3	LOC115225561	115225561		1730	1730	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2372432	2374245	-	XM_029796486.2		XP_029652346.1	zinc finger protein OZF-like, transcript variant X2	LOC115225561	115225561		1772	1772	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2372549	2374120	-	XP_036370323.1		XM_036514430.1	zinc finger protein OZF-like isoform X2	LOC115225561	115225561		1404	467	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2372549	2374120	-	XP_029652346.1		XM_029796486.2	zinc finger protein OZF-like isoform X1	LOC115225561	115225561		1572	523	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2377968	2380316	-					LOC115225562	115225562		2349		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2377968	2380316	-	XM_036514431.1		XP_036370324.1	zinc finger protein 665-like, transcript variant X2	LOC115225562	115225562		2180	2180	
misc_RNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2377968	2380314	-	XR_005004107.1			zinc finger protein 665-like, transcript variant X1	LOC115225562	115225562		2260	2260	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2378692	2380107	-	XP_036370324.1		XM_036514431.1	zinc finger protein 665-like	LOC115225562	115225562		1416	471	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2381889	2384670	+					LOC115225563	115225563		2782		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2381889	2384670	+	XM_036514427.1		XP_036370320.1	zinc finger protein 62 homolog, transcript variant X2	LOC115225563	115225563		2559	2559	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2381889	2384670	+	XM_036514428.1		XP_036370321.1	zinc finger protein 62 homolog, transcript variant X3	LOC115225563	115225563		2526	2526	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2381890	2384670	+	XM_036514426.1		XP_036370319.1	zinc finger protein 62 homolog, transcript variant X1	LOC115225563	115225563		2558	2558	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2382177	2383985	+	XP_036370319.1		XM_036514426.1	zinc finger protein 62 homolog isoform X1	LOC115225563	115225563		1809	602	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2382177	2383985	+	XP_036370320.1		XM_036514427.1	zinc finger protein 62 homolog isoform X1	LOC115225563	115225563		1809	602	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2382177	2383985	+	XP_036370321.1		XM_036514428.1	zinc finger protein 62 homolog isoform X2	LOC115225563	115225563		1776	591	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2386919	2392025	+					LOC115225564	115225564		5107		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2386919	2392025	+	XM_036514425.1		XP_036370318.1	zinc finger protein 62-like, transcript variant X2	LOC115225564	115225564		2305	2305	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2386919	2391606	+	XM_036514424.1		XP_036370317.1	zinc finger protein 62-like, transcript variant X1	LOC115225564	115225564		2167	2167	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2387113	2391460	+	XP_036370317.1		XM_036514424.1	zinc finger protein 62-like	LOC115225564	115225564		1827	608	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2387113	2391460	+	XP_036370318.1		XM_036514425.1	zinc finger protein 62-like	LOC115225564	115225564		1827	608	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2396508	2397461	+					LOC115225565	115225565		954		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2396508	2397461	+	XM_029796490.1		XP_029652350.1	zinc finger protein 525-like	LOC115225565	115225565		954	954	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2396508	2397461	+	XP_029652350.1		XM_029796490.1	zinc finger protein 525-like	LOC115225565	115225565		954	317	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2400754	2403179	+					LOC118768286	118768286		2426		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2400754	2403179	+	XR_005004117.1			uncharacterized LOC118768286	LOC118768286	118768286		479	479	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2414890	2440451	+					LOC115225746	115225746		25562		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2414890	2440451	+	XM_036514470.1		XP_036370363.1	zinc finger protein 98-like	LOC115225746	115225746		1327	1327	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2415005	2440451	+	XP_036370363.1		XM_036514470.1	zinc finger protein 98-like	LOC115225746	115225746		1212	403	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2420509	2431417	+					LOC118768285	118768285		10909		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2420509	2431417	+	XR_005004116.1			uncharacterized LOC118768285	LOC118768285	118768285		711	711	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2427669	2429499	+					LOC118768280	118768280		1831		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2427669	2429499	+	XM_036514439.1		XP_036370332.1	zinc finger protein 492-like	LOC118768280	118768280		1747	1747	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2427803	2428822	+	XP_036370332.1		XM_036514439.1	zinc finger protein 492-like	LOC118768280	118768280		936	311	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2442117	2462801	-					LOC118768291	118768291		20685		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2442117	2462801	-	XM_036514472.1		XP_036370365.1	protein krueppel-like	LOC118768291	118768291		739	739	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2442430	2462801	-	XP_036370365.1		XM_036514472.1	protein krueppel-like	LOC118768291	118768291		426	141	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2477223	2479288	+					LOC118768292	118768292		2066		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2477223	2479288	+	XM_036514473.1		XP_036370366.1	zinc finger protein 239-like	LOC118768292	118768292		1169	1169	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2477378	2479159	+	XP_036370366.1		XM_036514473.1	zinc finger protein 239-like	LOC118768292	118768292		885	294	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2486907	2500710	-					LOC118768279	118768279		13804		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2486907	2500710	-	XM_036514437.1		XP_036370330.1	zinc finger protein 98-like	LOC118768279	118768279		1767	1767	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2487633	2500122	-	XP_036370330.1		XM_036514437.1	zinc finger protein 98-like	LOC118768279	118768279		1023	340	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2500207	2502341	-					LOC115225569	115225569		2135		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2500207	2502341	-	XM_036514438.1		XP_036370331.1	zinc finger protein 239-like	LOC115225569	115225569		1464	1464	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2500604	2502234	-	XP_036370331.1		XM_036514438.1	zinc finger protein 239-like	LOC115225569	115225569		960	319	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2512643	2513319	-					LOC118768282	118768282		677		partial
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2512643	2513319	-	XM_036514452.1		XP_036370345.1	putative zinc finger protein 66	LOC118768282	118768282		677	677	partial
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2512777	2513319	-	XP_036370345.1		XM_036514452.1	putative zinc finger protein 66	LOC118768282	118768282		543	180	partial
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2514010	2514810	-					LOC115225570	115225570		801		partial
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2514010	2514810	-	XM_036514474.1		XP_036370367.1	zinc finger protein 2 homolog	LOC115225570	115225570		681	681	partial
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2514010	2514810	-	XP_036370367.1		XM_036514474.1	zinc finger protein 2 homolog	LOC115225570	115225570		681	227	partial
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2518975	2526163	+					LOC115225571	115225571		7189		partial
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2518975	2526163	+	XM_036514475.1		XP_036370368.1	zinc finger protein 208-like	LOC115225571	115225571		5388	5388	partial
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2518975	2526163	+	XP_036370368.1		XM_036514475.1	zinc finger protein 208-like	LOC115225571	115225571		5388	1796	partial
gene	pseudogene	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2526226	2532460	+					LOC115225744	115225744		6235		pseudo
gene	pseudogene	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2532532	2596007	+					LOC115225743	115225743		63476		pseudo
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2540615	2544184	-					LOC118768288	118768288		3570		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2540615	2544184	-	XR_005004119.1			uncharacterized LOC118768288	LOC118768288	118768288		251	251	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2563937	2567203	-					LOC118768277	118768277		3267		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2563937	2567203	-	XM_036514433.1		XP_036370326.1	zinc finger protein OZF-like	LOC118768277	118768277		1427	1427	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2564074	2567188	-	XP_036370326.1		XM_036514433.1	zinc finger protein OZF-like	LOC118768277	118768277		1275	424	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2596062	2600108	-					LOC115225572	115225572		4047		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2596062	2600108	-	XM_029796495.1		XP_029652355.1	zinc finger protein 430-like	LOC115225572	115225572		495	495	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2596062	2600108	-	XP_029652355.1		XM_029796495.1	zinc finger protein 430-like	LOC115225572	115225572		495	164	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2605034	2633847	-					LOC115225573	115225573		28814		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG28	NC_043024.1	2605034	2633847	-	XM_036514476.1		XP_036370369.1	zinc finger protein 708-like	LOC115225573	115225573		2279	2279	
